Id,Label,tf,ntf,df,idf,nidf,tdf,tf-idf,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Stopwords
5472,pope,949,8.241123379,497,4.611208258,4.606236016,471653,38.00153618,174,129,303,724,813,1537,4,0.464552,0.477053,0.000075,No
2292,super,483,8.916515524,253,5.286408795,5.283885665,122199,47.13634609,124,45,169,386,374,760,4,0.36972,0.384758,0.000134,No
11602,galaxy,123,10.28434782,67,6.615105665,6.61444546,8241,68.03204754,36,57,93,115,94,209,4,0.470537,0.480259,0.000243,No
7116,nation,421,9.053899344,330,5.02070563,5.017410272,138930,45.45696341,91,122,213,392,354,746,4,0.474651,0.48455,0.000106,No
8597,liquid,423,9.049159998,284,5.170824046,5.167990091,120132,46.79161412,88,127,215,383,346,729,4,0.468426,0.479959,0.000105,No
18075,africa,1111,8.083516388,779,4.161787238,4.153976973,865469,33.64187534,74,223,297,1061,956,2017,4,0.478799,0.489456,0.000076,No
10282,howard,181,9.898035146,129,5.95998588,5.958705086,23349,58.99214971,79,66,145,149,130,279,4,0.449734,0.464119,0.000155,No
9417,jim,195,9.823532619,152,5.795917763,5.794406652,29640,56.9363872,74,55,129,136,98,234,4,0.427591,0.444825,0.000174,No
17991,alan,187,9.86542356,125,5.991484547,5.990243802,23375,59.10853281,89,72,161,136,114,250,4,0.450624,0.464993,0.000139,No
4436,revolution,567,8.756172874,461,4.686400241,4.681789721,261387,41.03493067,76,133,209,446,486,932,4,0.473714,0.484053,0.000107,No
5844,philip,290,9.426651254,241,5.335001351,5.332598514,69890,50.29119717,90,70,160,236,249,485,4,0.453839,0.467542,0.000139,No
14976,coast,1035,8.154375472,826,4.103203511,4.094919457,854910,33.45906206,99,121,220,982,943,1925,4,0.474969,0.484752,0.000101,No
7866,meat,289,9.430105489,202,5.511530587,5.509518604,58378,51.97431484,81,95,176,220,229,449,4,0.471537,0.481724,0.000126,No
11825,fourth,541,8.803112899,506,4.593261615,4.588198922,273746,40.43500057,53,148,201,508,414,922,4,0.440526,0.457988,0.00011,No
13855,deep,360,9.210428146,302,5.109371267,5.106356788,108720,47.05949692,87,119,206,276,283,559,4,0.464103,0.476541,0.000107,No
9423,jewish,449,8.98950929,336,5.002687124,4.999331568,150864,44.97170238,98,119,217,398,303,701,4,0.443764,0.460148,0.000101,No
11012,guide,290,9.426651254,238,5.347527611,5.345154845,69020,50.40927786,87,74,161,201,228,429,4,0.470101,0.480264,0.000136,No
3017,sold,897,8.297476315,716,4.246118117,4.238942578,642252,35.23206451,114,107,221,777,813,1590,4,0.47441,0.484076,0.000099,No
2789,spoken,674,8.583302066,461,4.686400241,4.681789721,310714,40.22478887,80,90,170,559,617,1176,4,0.471174,0.481353,0.000128,No
10342,hope,201,9.793227269,131,5.944600961,5.943300141,26331,58.21682824,78,75,153,177,176,353,4,0.468463,0.479025,0.000142,No
6634,ohio,371,9.180330115,245,5.318540074,5.316097141,90895,48.8259536,97,118,215,330,316,646,4,0.468327,0.479724,0.000101,No
13043,edition,365,9.196634824,256,5.27462084,5.272067634,93440,48.5087617,80,77,157,257,300,557,4,0.453259,0.46718,0.000138,No
12717,era,322,9.321980632,259,5.262970223,5.26038694,83398,49.06130648,84,85,169,235,262,497,4,0.472453,0.482217,0.000128,No
11341,glass,299,9.396088604,197,5.536594555,5.534632671,58903,52.02233301,97,94,191,256,227,483,4,0.470474,0.480907,0.000113,No
11669,function,401,9.10257075,265,5.240068458,5.23742502,106265,47.69809388,106,97,203,320,347,667,4,0.469727,0.48041,0.000106,No
10568,hero,281,9.461742574,212,5.46321201,5.461099823,59572,51.69150566,67,90,157,244,236,480,4,0.470549,0.480898,0.000137,No
11198,governor,521,8.840782136,366,4.917164951,4.913508347,190686,43.47158405,119,83,202,443,480,923,4,0.460336,0.472945,0.000106,No
12275,fear,173,9.943240583,130,5.952263834,5.950973027,22490,59.18479131,62,60,122,150,157,307,4,0.469206,0.479311,0.000175,No
18058,age,1397,7.854449818,1055,3.858502238,3.847906512,1473835,30.3064122,119,181,300,1301,1263,2564,4,0.478618,0.488531,0.000071,No
794,victoria,510,8.862121452,320,5.051477288,5.048282254,163200,44.76680524,109,140,249,432,403,835,4,0.473916,0.484334,0.000085,No
13654,device,431,9.030424087,288,5.156837804,5.153963735,124128,46.56843232,81,77,158,340,325,665,4,0.46876,0.479273,0.000133,No
89,yet,262,9.528187674,251,5.294345345,5.291842265,65762,50.44551606,99,98,197,211,210,421,4,0.470225,0.480795,0.000106,No
16350,bond,184,9.88159642,86,6.365450988,6.364600644,15824,62.90081769,49,70,119,158,147,305,4,0.470999,0.480851,0.000175,No
11361,give,837,8.366708107,722,4.237773145,4.230537173,604314,35.45621093,88,151,239,712,726,1438,4,0.472931,0.483823,0.000087,No
7725,met,401,9.10257075,356,4.944867553,4.941311308,142756,45.01100675,93,135,228,330,351,681,4,0.468723,0.480363,0.00009,No
9430,jesus,522,8.838864589,273,5.210326489,5.207602838,142506,46.0533703,105,123,228,452,439,891,4,0.474296,0.484301,0.00009,No
2427,student,263,9.524378145,220,5.426170738,5.42397838,57860,51.68090199,73,70,143,231,204,435,4,0.468401,0.478889,0.000143,No
2849,speed,556,8.773966937,352,4.953330227,4.949804088,195712,43.46035564,115,112,227,489,472,961,4,0.472365,0.482644,0.00009,No
13006,egypt,546,8.793913202,342,4.984987547,4.981571788,186732,43.8375478,85,155,240,458,432,890,4,0.476409,0.486433,0.000085,No
7534,miss,167,9.978538365,98,6.234830806,6.233860354,16366,62.21449839,66,58,124,127,132,259,4,0.444976,0.460026,0.000164,No
15509,cause,626,8.657181806,513,4.579522439,4.57438939,321138,39.64575834,81,150,231,566,486,1052,4,0.472227,0.48324,0.000088,No
2160,sydney,301,9.389421913,196,5.541683625,5.53973176,58996,52.03320566,65,79,144,278,238,516,4,0.450876,0.465284,0.000141,No
2192,sweden,604,8.692957979,422,4.77479297,4.770574168,254888,41.50707465,82,154,236,514,482,996,4,0.471399,0.482701,0.000086,No
6497,organ,297,9.402800039,173,5.66650669,5.664785243,51381,53.28102932,84,82,166,271,224,495,4,0.469516,0.479973,0.000122,No
13215,dry,390,9.130385438,312,5.076795096,5.073680313,121680,46.35309602,98,127,225,330,282,612,4,0.465515,0.477748,0.00009,No
7687,mexico,708,8.534088084,480,4.64601218,4.641210768,339840,39.64947718,106,164,270,634,592,1226,4,0.471349,0.482865,0.000075,No
1717,thought,1288,7.935686271,1125,3.79425997,3.782956551,1449000,30.11005675,153,96,249,1070,1240,2310,4,0.473183,0.482968,0.000081,No
5570,poet,512,8.858207552,419,4.781927364,4.777738688,214528,42.35930509,88,111,199,388,391,779,4,0.472151,0.482489,0.000101,No
18283,academy,655,8.611896942,452,4.706116104,4.701595994,296060,40.52858689,114,89,203,528,502,1030,4,0.467402,0.478504,0.000099,No
3793,scottish,726,8.508982163,507,4.591287281,4.586214537,368082,39.06718157,108,166,274,633,531,1164,4,0.450499,0.466603,0.000073,No
11051,ground,689,8.561290906,541,4.526379005,4.520964481,372749,38.75164742,105,161,266,644,575,1219,4,0.476639,0.486733,0.000075,No
7671,michigan,346,9.250093402,222,5.417120902,5.414908501,76812,50.10887432,91,123,214,296,288,584,4,0.467156,0.478921,0.000093,No
286,winter,644,8.628833451,423,4.772426105,4.768197261,272412,41.18047002,109,136,245,591,366,957,4,0.472214,0.483001,0.000081,No
10867,hand,585,8.72492033,428,4.760675089,4.756396032,250380,41.53651087,96,155,251,543,447,990,4,0.476537,0.486541,0.000079,No
8866,lawrence,128,10.24450191,100,6.214628098,6.213637628,12800,63.66576944,58,52,110,109,104,213,4,0.452566,0.46619,0.00018,No
6971,next,1071,8.120184107,945,3.968613357,3.959128708,1012095,32.22587111,136,211,347,969,897,1866,4,0.472591,0.484668,0.000057,No
3023,soil,290,9.426651254,181,5.621301253,5.619499667,52490,52.99004651,83,97,180,255,238,493,4,0.473954,0.483555,0.000109,No
16456,block,237,9.628472036,138,5.892544599,5.891173687,32706,56.73620089,76,66,142,190,187,377,4,0.465356,0.476513,0.000138,No
16202,brand,289,9.430105489,209,5.477464032,5.475381908,60401,51.65306364,85,70,155,230,243,473,4,0.468438,0.478935,0.000125,No
8076,market,414,9.068253657,259,5.262970223,5.26038694,107226,47.72594897,121,104,225,349,330,679,4,0.472629,0.48271,0.000086,No
2928,source,625,8.658780528,471,4.66494019,4.660229205,294375,40.39269328,118,112,230,560,549,1109,4,0.464576,0.476752,0.000084,No
5251,prize,485,8.912383286,346,4.973359509,4.969903613,167810,44.32448617,59,78,137,443,420,863,4,0.473133,0.482588,0.000141,No
18010,airport,571,8.749142968,282,5.177891213,5.175077314,161022,45.3021105,90,117,207,259,475,734,4,0.474473,0.484311,0.000093,No
12141,final,595,8.707970772,483,4.639781631,4.634950074,287385,40.40308283,76,191,267,521,463,984,4,0.47025,0.482564,0.000072,No
11226,gordon,139,10.16205824,99,6.224678434,6.223697973,13761,63.2555448,65,55,120,114,90,204,4,0.440329,0.45604,0.000159,No
3632,sense,386,9.140694808,292,5.143044482,5.140130298,112712,47.01099999,89,86,175,326,345,671,4,0.472239,0.482053,0.000109,No
4602,regular,396,9.115117966,329,5.023740533,5.020455208,130284,45.79198759,81,133,214,355,273,628,4,0.450533,0.466058,0.000089,No
1883,tennessee,201,9.793227269,127,5.975611198,5.974350429,25527,58.52051853,56,83,139,173,166,339,4,0.460873,0.473363,0.000136,No
3009,solid,313,9.350328987,226,5.399263285,5.397010795,70738,50.484888,92,97,189,273,237,510,4,0.462085,0.474565,0.0001,No
3400,shown,663,8.599757187,560,4.4918615,4.48625593,371280,38.62891822,70,72,142,595,630,1225,4,0.468673,0.479119,0.000133,No
11176,grand,617,8.671663153,436,4.742156041,4.737796639,269012,41.12237981,158,81,239,502,339,841,4,0.435362,0.452223,0.000079,No
4136,russell,118,10.32584755,84,6.388981485,6.388151157,9912,65.97164884,49,59,108,93,93,186,4,0.459109,0.471527,0.000174,No
12957,electronic,382,9.151111569,292,5.143044482,5.140130298,111544,47.06457386,90,84,174,304,191,495,4,0.448359,0.463326,0.000108,No
1963,taylor,203,9.783326198,116,6.066208093,6.065057454,23548,59.34769256,100,82,182,164,143,307,4,0.452278,0.466476,0.000103,No
1537,tool,222,9.693854795,187,5.588689667,5.586827973,41514,54.17594613,65,40,105,174,160,334,4,0.46771,0.477813,0.000178,No
9595,irish,541,8.803112899,372,4.90090443,4.897187605,201252,43.143215,126,144,270,480,383,863,4,0.460073,0.473851,0.000069,No
5270,princess,389,9.132952834,234,5.364477169,5.362144497,91026,48.99351696,109,71,180,305,270,575,4,0.450487,0.464838,0.000103,No
10702,health,446,8.996213225,324,5.039054768,5.035819606,144504,45.33241115,107,92,199,381,260,641,4,0.472227,0.482175,0.000093,No
11126,greece,450,8.987284595,346,4.973359509,4.969903613,155700,44.6969973,77,124,201,407,372,779,4,0.472692,0.483137,0.000092,No
9842,influence,306,9.372947075,287,5.160316068,5.157452028,87822,48.3673694,77,57,134,266,283,549,4,0.459513,0.471809,0.000138,No
597,walter,156,10.04667617,135,5.914523506,5.913182634,21060,59.42130236,72,61,133,120,87,207,4,0.442172,0.457725,0.000139,No
1088,uncle,196,9.818417518,128,5.96776802,5.966497239,25088,58.59403807,40,83,123,163,172,335,4,0.468859,0.479499,0.00015,No
752,violin,291,9.42320891,156,5.769942277,5.768391106,45396,54.37137148,56,89,145,264,234,498,4,0.466972,0.478142,0.000126,No
4718,ray,185,9.876176352,130,5.952263834,5.950973027,24050,58.78560732,68,64,132,125,130,255,4,0.461725,0.473663,0.000138,No
2072,tail,277,9.472514671,211,5.467940151,5.465837985,58447,51.7951433,54,69,123,233,215,448,4,0.469367,0.479611,0.000148,No
5967,performance,335,9.282401646,287,5.160316068,5.157452028,96145,47.90012637,75,94,169,286,293,579,4,0.472994,0.48278,0.000107,No
9299,jupiter,423,9.049159998,176,5.649314289,5.647562791,74448,51.12154888,67,91,158,326,343,669,4,0.460539,0.47326,0.000114,No
17085,baby,341,9.2646497,239,5.343334732,5.340951943,81499,49.50412452,87,132,219,295,255,550,4,0.472591,0.483179,0.000082,No
15526,catholic,812,8.397031837,560,4.4918615,4.48625593,454720,37.71830403,118,138,256,731,643,1374,4,0.466775,0.47894,0.00007,No
300,wine,281,9.458177508,148,5.82258601,5.821114958,41588,55.07105204,97,78,175,228,219,447,4,0.467944,0.478691,0.000102,No
754,violent,121,10.30074163,110,6.119317918,6.118227346,13310,63.03351284,48,49,97,104,70,174,4,0.436915,0.452984,0.000184,No
9525,iv,517,8.848489303,422,4.77479297,4.770574168,218174,42.24970452,97,90,187,401,394,795,4,0.470512,0.480856,0.000095,No
8274,magic,270,9.498110218,189,5.578051269,5.576169537,51030,52.98094576,94,103,197,237,213,450,4,0.471061,0.481517,0.00009,No
15035,climate,594,8.709652858,355,4.947680495,4.944134285,210870,43.09257956,83,75,158,385,309,694,4,0.470711,0.480729,0.000112,No
5286,price,219,9.707460448,127,5.975611198,5.974350429,27813,58.00800935,71,68,139,192,187,379,4,0.470337,0.480311,0.000127,No
6096,peace,468,8.95020292,381,4.876998909,4.873191747,178308,43.65012988,98,97,195,397,399,796,4,0.471838,0.481973,0.000089,No
14837,comic,344,9.25589052,211,5.467940151,5.465837985,72584,50.6106554,81,55,136,269,238,507,4,0.451209,0.465096,0.000127,No
6130,pattern,189,9.854785162,144,5.849984985,5.84855399,27216,57.65034523,60,59,119,145,166,311,4,0.471274,0.480837,0.000145,No
5736,pink,212,9.739945903,135,5.914523506,5.913182634,28620,57.60713899,76,64,140,182,167,349,4,0.450464,0.464683,0.000123,No
1153,twelve,310,9.35995988,274,5.206670178,5.203936499,84940,48.73422397,73,68,141,255,135,390,4,0.455189,0.468565,0.000122,No
2469,strength,264,9.520583074,206,5.491922115,5.489870052,54384,52.28630074,77,65,142,215,229,444,4,0.469392,0.479546,0.000121,No
2794,split,418,9.061050745,365,4.919900931,4.916254363,152570,44.57947199,85,74,159,357,383,740,4,0.469082,0.479489,0.000108,No
13147,dust,160,10.02135836,94,6.276503502,6.275573088,15040,62.89909085,63,66,129,127,127,254,4,0.467255,0.47794,0.000133,No
1030,urban,391,9.127824617,304,5.102770583,5.099736044,118864,46.57719494,90,63,153,326,216,542,4,0.440471,0.456317,0.000112,No
11538,gary,122,10.29251113,88,6.34246147,6.341591108,10736,65.27985529,60,42,102,83,68,151,4,0.401843,0.419934,0.000168,No
7701,method,395,9.117646412,298,5.122704798,5.119730438,117710,46.70701102,84,76,160,322,334,656,4,0.46969,0.479982,0.000107,No
1845,territory,715,8.524249635,501,4.603192183,4.598179742,358215,39.23875929,135,136,271,572,623,1195,4,0.47535,0.48532,0.000063,No
12154,file,323,9.318879854,181,5.621301253,5.619499667,58463,52.384231,99,63,162,246,219,465,4,0.468253,0.478635,0.000105,No
1634,tim,160,10.02135836,118,6.04911366,6.047942998,18880,60.62033576,62,49,111,119,90,209,4,0.440504,0.456087,0.000153,No
5673,plan,249,9.579079281,199,5.526493459,5.524511536,49551,52.93871899,67,55,122,201,221,422,4,0.470999,0.480555,0.000139,No
9291,justice,278,9.468911064,197,5.536594555,5.534632671,54766,52.42552144,58,79,137,256,241,497,4,0.470936,0.480982,0.000122,No
13063,economy,377,9.16428699,309,5.086457007,5.083372316,116493,46.61375178,86,81,167,291,309,600,4,0.471637,0.481532,0.0001,No
1370,travel,419,9.058661257,356,4.944867553,4.941311308,149164,44.79388013,88,95,183,353,363,716,4,0.471737,0.48187,0.000091,No
7660,middle,1226,7.985020061,1060,3.853774097,3.843127838,1299560,30.77246348,106,125,231,1131,857,1988,4,0.469802,0.480982,0.000072,No
2512,store,373,9.174953758,290,5.149917361,5.147023235,108170,47.25025365,68,100,168,285,301,586,4,0.471061,0.481466,0.000099,No
8095,marie,177,9.920382445,135,5.914523506,5.913182634,23895,58.67433516,80,53,133,119,121,240,4,0.455633,0.46864,0.000125,No
3708,secret,313,9.350328987,243,5.326736841,5.324313956,76059,49.80674189,87,113,200,270,245,515,4,0.46876,0.479959,0.000083,No
6390,oxygen,367,9.191170329,202,5.511530587,5.509518604,74134,50.6574164,91,85,176,331,308,639,4,0.467218,0.478259,0.000094,No
11800,francis,277,9.472514671,237,5.351738143,5.349375401,65649,50.69441808,103,73,176,237,219,456,4,0.446611,0.461674,0.000094,No
17454,architecture,308,9.366432394,233,5.368759831,5.366437182,71764,50.286126,105,94,199,248,261,509,4,0.473347,0.483029,0.000083,No
12702,eric,141,10.14777229,113,6.092410465,6.09128986,15933,61.82439408,64,47,111,101,67,168,4,0.438621,0.454425,0.000148,No
195,worldwide,364,9.19937831,334,5.008657291,5.005321801,121576,46.07653325,85,134,219,203,286,489,4,0.469889,0.481212,0.000075,No
11870,format,242,9.607594451,162,5.732201949,5.730590684,39204,55.07267164,74,71,145,191,190,381,4,0.472289,0.481818,0.000113,No
13786,delta,186,9.870785504,104,6.175407385,6.174376875,19344,60.9561217,59,54,113,153,124,277,4,0.463315,0.474696,0.000145,No
17998,al,306,9.372947075,216,5.444519877,5.442367605,66096,51.03119665,74,57,131,212,125,337,4,0.454001,0.467396,0.000125,No
13684,despite,217,9.716634824,209,5.477464032,5.475381908,45353,53.22251776,124,38,162,146,173,319,4,0.439762,0.455369,0.000101,No
7690,metropolitan,408,9.085265003,306,5.096213182,5.093158583,124848,46.30044727,97,40,137,344,294,638,4,0.410618,0.428638,0.000119,No
15460,census,871,8.3268902,726,4.232248269,4.224972006,632346,35.24146664,51,117,168,728,723,1451,4,0.471386,0.482006,0.000097,No
4403,rhythm,188,9.860090215,135,5.914523506,5.913182634,25380,58.31773534,67,46,113,140,155,295,4,0.456277,0.469011,0.000144,No
3475,shell,204,9.778412184,118,6.04911366,6.047942998,24072,59.15072671,67,69,136,152,172,324,4,0.46897,0.479306,0.000119,No
13001,eight,512,8.858207552,467,4.673469027,4.668798229,239104,41.39855863,101,114,215,423,202,625,4,0.462639,0.475316,0.000075,No
14944,code,535,8.81426543,318,5.057746901,5.05457193,170130,44.58032367,110,117,227,427,431,858,4,0.473259,0.483419,0.000071,No
17892,alliance,189,9.854785162,136,5.907143398,5.905792513,25704,58.21362911,44,58,102,149,161,310,4,0.470549,0.480292,0.000158,No
4796,rain,325,9.312706995,225,5.403697882,5.401455414,73125,50.32305506,76,90,166,281,256,537,4,0.470537,0.48087,0.000097,No
1481,tour,437,9.016598982,267,5.232549626,5.229886135,116679,47.17980163,93,92,185,360,368,728,4,0.471662,0.481738,0.000087,No
2325,summer,660,8.604292342,523,4.56021682,4.554983253,345180,39.23743866,97,129,226,597,407,1004,4,0.474334,0.484428,0.000071,No
5436,portuguese,326,9.309634796,237,5.351738143,5.349375401,77262,49.82272764,71,113,184,279,215,494,4,0.467291,0.478865,0.000087,No
3699,section,268,9.505545197,232,5.373060913,5.370748287,62176,51.07387335,92,59,151,219,236,455,4,0.467353,0.477907,0.000106,No
13308,douglas,132,10.21373025,95,6.265921393,6.264980969,12540,63.9984309,65,61,126,114,97,211,4,0.445423,0.460429,0.000127,No
3201,sky,329,9.300474427,229,5.386076281,5.383793723,75341,50.09306471,60,112,172,305,252,557,4,0.470861,0.481522,0.000093,No
1458,trade,578,8.736958309,429,4.758341365,4.754052266,247962,41.57343013,128,110,238,490,390,880,4,0.474486,0.48417,0.000067,No
12317,farm,297,9.402800039,214,5.453822269,5.45169004,63558,51.28120024,79,96,175,273,227,500,4,0.47185,0.481978,0.000091,No
6789,nuclear,563,8.763252549,212,5.46321201,5.461099823,119356,47.87550657,159,55,214,457,321,778,4,0.435575,0.451932,0.000074,No
13954,davis,145,10.11979843,92,6.298009707,6.297099311,13340,63.73458878,77,63,140,118,118,236,4,0.457724,0.470504,0.000113,No
14019,damage,407,9.087718992,304,5.102770583,5.099736044,123728,46.37254514,93,93,186,347,358,705,4,0.473095,0.482813,0.000085,No
11835,foundation,324,9.315788662,271,5.217679463,5.214975866,87804,48.60679918,90,79,169,210,255,465,4,0.471562,0.481442,0.000093,No
10822,happy,247,9.587143841,184,5.604862527,5.603030887,45448,53.73462325,77,84,161,225,195,420,4,0.454618,0.468429,0.000097,No
