Id,Label,timeset,tf,ntf,df,idf,nidf,tdf,tf-idf,stopword,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
2367,suction,,4,13.71023782,4,9.433503923,9.433473923,16,129.3355822,0,2,3,5,3,4,7,5,0.339336,0.34627,0
2368,sucrose,,15,12.38848198,10,8.517213191,8.517123189,150,105.5153421,0,8,7,15,9,15,24,4,0.417641,0.434713,0
2369,suck,,16,12.32394346,16,8.047209562,8.047059554,256,99.17335561,0,9,9,18,15,16,31,4,0.417769,0.434933,0
2370,such,,4683,6.644837968,3722,2.597781847,2.55986266,17430126,17.26183945,1,701,147,848,1736,4278,6014,4,0.466739,0.479076,0.000281
2371,succumb,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.34998,0.359708,0
2372,successor,,104,10.45214128,97,6.245087306,6.244126864,10088,65.27453481,0,26,30,56,89,90,179,4,0.445278,0.45981,0.000003
2373,successive,,22,12.00548972,21,7.775275846,7.77507583,462,93.34599428,0,18,1,19,21,1,22,5,0.320473,0.324013,0
2374,succession,,108,10.41440095,85,6.377147028,6.376306692,9180,66.41416607,0,19,45,64,89,86,175,4,0.465893,0.476522,0.000088
2375,successful,,629,8.652400921,565,4.482972553,4.477316702,355385,38.78847585,0,61,185,246,580,469,1049,4,0.472089,0.483832,0.000055
2376,success,,334,9.285391184,305,5.099486508,5.096441938,101870,47.35072706,0,76,80,156,286,298,584,4,0.472126,0.481879,0.000079
2377,succeed,,36,11.51301324,35,7.264450223,7.264110172,1260,83.63571159,0,11,21,32,34,31,65,4,0.440046,0.455228,0
2378,subversive,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,1,2,3,1,2,3,5,0.398094,0.415861,0
2379,suburbia,,6,13.30477271,4,9.433503923,9.433473923,24,125.5106255,0,1,6,7,6,6,12,4,0.410191,0.42761,0
2380,suburb,,166,9.984544389,152,5.795917763,5.794406652,25232,57.86959818,0,33,16,49,156,155,311,4,0.45319,0.465988,0.000002
2381,subtrahend,,2,14.403385,1,10.81979828,10.81979828,2,155.8417203,0,2,1,3,2,1,3,5,0.398067,0.415814,0.000003
2382,subtly,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,1,1,2,1,1,2,5,0.321879,0.325211,0
2383,subtle,,14,12.45747485,13,8.254848927,8.254728922,182,102.8345729,0,6,6,12,11,6,17,4,0.429422,0.445562,0
2384,subterranean,,5,13.48709426,5,9.210360372,9.210320372,25,124.2209985,0,2,2,4,3,2,5,5,0.360991,0.373694,0
2385,subterfuge,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,0,1,1,0,1,0,0,0,0
2386,substrate,,13,12.53158282,4,9.433503923,9.433473923,52,118.2167357,0,8,9,17,10,10,20,4,0.427477,0.444055,0.000006
2387,substitution,,31,11.66254497,19,7.875359305,7.875179292,589,91.84673207,0,13,14,27,23,26,49,4,0.453445,0.466171,0.000003
2388,substitute,,25,11.87765635,23,7.684304068,7.684084048,575,91.27152303,0,14,14,28,24,20,44,4,0.446971,0.460965,0.000001
2389,substantive,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.320144,0.323377,0
2390,substantial,,20,12.1007999,18,7.929426526,7.929256515,360,95.95240375,0,8,10,18,18,11,29,5,0.327449,0.331609,0
2391,subsidy,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,1,2,3,2,2,4,5,0.346314,0.355371,0
2392,subsidiary,,50,11.18450917,49,6.927977986,6.92749788,2450,77.48603333,0,11,13,24,37,44,81,4,0.438394,0.453599,0.000055
2393,subservient,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.359172,0.371523,0
2394,subpoena,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.321029,0.327198,0
2395,submitting,,4,13.71023782,4,9.433503923,9.433473923,16,129.3355822,0,1,3,4,1,4,5,5,0.414501,0.432208,0
2396,submitted,,17,12.26331883,17,7.98658494,7.986424931,289,97.94203751,0,11,9,20,13,15,28,4,0.446173,0.460185,0
2397,submit,,15,12.38848198,14,8.180740955,8.180610949,210,101.3469619,0,4,11,15,13,13,26,4,0.447963,0.461627,0
2398,subliminal,,3,13.99791989,2,10.1266511,10.1266411,6,141.7520509,0,1,1,2,2,1,3,5,0.290362,0.296591,0
2399,sublimate,,2,14.403385,1,10.81979828,10.81979828,2,155.8417203,0,2,2,4,2,2,4,5,0.363512,0.376745,0
2400,subject,,276,9.476131312,235,5.36021277,5.357870075,64860,50.79408007,0,60,62,122,255,245,500,4,0.471324,0.480935,0.00009
2401,sub,,33,11.60002462,26,7.561701746,7.56145172,858,87.71592639,0,17,10,27,28,27,55,5,0.3706,0.38532,0
2402,styx,,29,11.72923635,16,8.047209562,8.047059554,464,94.38762289,0,16,17,33,23,24,47,4,0.435746,0.451331,0.000005
2403,styrofoam,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,2,1,3,2,1,3,5,0.375317,0.391855,0
2404,styrene,,10,12.79394708,2,10.1266511,10.1266411,20,129.5598384,0,4,5,9,5,9,14,5,0.359085,0.371568,0
2405,stymie,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,0,1,1,0,1,0,0,0,0
2406,stylus,,7,13.15062203,6,9.028038815,9.027988815,42,118.7243261,0,3,7,10,5,7,12,4,0.430839,0.446853,0
2407,stylish,,6,13.30477271,5,9.210360372,9.210320372,30,122.5417513,0,4,4,8,6,5,11,5,0.326167,0.330042,0
2408,style,,667,8.593742131,520,4.565969473,4.560766062,346840,39.23876423,0,167,137,304,558,572,1130,4,0.472528,0.483254,0.000237
2409,stuyvesant,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,2,1,3,3,1,4,5,0.324908,0.328151,0
2410,stuttgart,,70,10.84803694,53,6.849506371,6.848986246,3710,74.3036981,0,22,27,49,50,48,98,4,0.453862,0.466744,0.000022
2411,stutter,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.336028,0.342206,0
2412,sturm,,4,13.71023782,4,9.433503923,9.433473923,16,129.3355822,0,4,3,7,4,3,7,4,0.408567,0.426131,0.000001
2413,sturgeon,,11,12.6986369,7,8.873888135,8.873828135,77,112.6862834,0,7,10,17,7,10,17,4,0.436271,0.451702,0.000002
2414,sturdy,,7,13.15062203,7,8.873888135,8.873828135,49,116.6971488,0,4,5,9,7,7,14,5,0.331485,0.336067,0
2415,stupor,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.384237,0.400402,0.000001
2416,stupid,,28,11.76432767,24,7.641744454,7.641514432,672,89.8999857,0,22,17,39,26,23,49,4,0.443542,0.458063,0.000007
2417,stunt,,8,13.01709064,8,8.740356743,8.740286741,64,113.7740159,0,5,4,9,7,4,11,5,0.365932,0.379549,0
2418,stun,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,1,2,3,1,2,3,5,0.384479,0.400684,0
2419,stumpy,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.336028,0.342206,0
2420,stump,,9,12.8993076,6,9.028038815,9.027988815,54,116.4554497,0,3,4,7,9,6,15,5,0.381619,0.397791,0
2421,stumble,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,2,1,3,2,2,4,5,0.317714,0.321479,0
2422,stuffy,,6,13.30477271,6,9.028038815,9.027988815,36,120.1160044,0,5,3,8,6,5,11,5,0.357472,0.36981,0
2423,stuff,,49,11.20471188,43,7.058598169,7.058178089,2107,79.08955875,0,31,31,62,43,43,86,4,0.45763,0.469805,0.000001
2424,study,,1048,8.141893312,743,4.209102239,4.201654724,778664,34.27006138,0,110,170,280,959,947,1906,4,0.476243,0.486597,0.000268
2425,studious,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.323604,0.326832,0
2426,studio,,578,8.736958309,476,4.65438043,4.649619208,275128,40.66512777,0,119,81,200,443,395,838,4,0.471186,0.481203,0.000075
2427,student,,263,9.524378145,220,5.426170738,5.42397838,57860,51.68090199,0,73,70,143,231,204,435,4,0.468401,0.478889,0.000143
2428,studebaker,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,1,0,1,1,0,1,0,0,0,0
2429,stud,,25,11.87765635,8,8.740356743,8.740286741,200,103.8149538,0,13,13,26,17,16,33,4,0.402499,0.420216,0.000008
2430,stuck,,62,10.96939779,59,6.74226084,6.741680684,3658,73.95854118,0,27,29,56,48,61,109,4,0.45854,0.470504,0.000008
2431,stucco,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,2,1,3,2,2,4,5,0.384229,0.400392,0
2432,stubby,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,3,1,4,3,1,4,5,0.319446,0.322846,0
2433,stubborn,,11,12.6986369,10,8.517213191,8.517123189,110,108.1569978,0,5,7,12,9,8,17,5,0.388578,0.405289,0.000001
2434,stuart,,101,10.48141166,87,6.353890166,6.353029813,8787,66.59773847,0,33,43,76,82,78,160,4,0.440712,0.456209,0.000027
2435,strychnine,,7,13.15062203,1,10.81979828,10.81979828,7,142.2870777,0,4,2,6,4,6,10,5,0.347296,0.356648,0
2436,strut,,5,13.48709426,3,9.721185996,9.721165996,15,131.1105519,0,5,3,8,5,3,8,5,0.398112,0.415899,0.000003
2437,strung,,5,13.48709426,4,9.433503923,9.433473923,20,127.2305567,0,4,3,7,5,5,10,5,0.388459,0.405078,0
2438,struggle,,69,10.86242567,61,6.70892442,6.708324252,4209,72.87519286,0,22,20,42,58,64,122,4,0.443697,0.458261,0.000006
2439,structure,,452,8.982849998,376,4.890209141,4.886452167,169952,43.92801517,0,128,95,223,357,382,739,4,0.471725,0.48186,0.000177
2440,structural,,74,10.79246708,57,6.776747016,6.776186871,4218,73.13781911,0,36,22,58,62,36,98,4,0.409009,0.426948,0.000002
2441,struck,,83,10.67769157,71,6.557118407,6.556418176,5893,70.01488794,0,31,36,67,78,72,150,4,0.452843,0.466096,0.00001
2442,strophe,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.341779,0.349674,0
2443,strontium,,8,13.01709064,5,9.210360372,9.210320372,40,119.8920957,0,4,6,10,5,7,12,5,0.354368,0.365495,0
2444,stronghold,,39,11.43297053,35,7.264450223,7.264110172,1365,83.05424532,0,22,20,42,32,36,68,4,0.443941,0.458434,0.000058
2445,strong,,778,8.439805653,663,4.323023294,4.316381418,515814,36.48547644,0,114,248,362,707,521,1228,4,0.468352,0.482226,0.000297
2446,strom,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,3,0,3,3,0,3,0,0,0,0
2447,stroll,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.323723,0.327913,0
2448,stroke,,71,10.8338523,49,6.927977986,6.92749788,3479,75.05669024,0,22,32,54,64,57,121,4,0.445904,0.460312,0.000062
2449,strive,,11,12.6986369,9,8.622573707,8.622493705,99,109.4949327,0,5,3,8,8,11,19,5,0.368087,0.382295,0
2450,striptease,,4,13.71023782,2,10.1266511,10.1266411,8,138.8387949,0,4,3,7,4,3,7,4,0.414947,0.432224,0
2451,stripe,,46,11.26789078,33,7.323290723,7.322970678,1518,82.51804002,0,21,23,44,46,40,86,4,0.456782,0.468997,0.000006
2452,strip,,152,10.07265166,119,6.040674791,6.039494118,18088,60.84561294,0,34,51,85,115,128,243,4,0.469181,0.479128,0.000059
2453,stringy,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,2,2,4,2,2,4,6,0.269698,0.275111,0
2454,stringent,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,1,1,2,1,1,2,5,0.321704,0.324841,0
2455,string,,320,9.328211182,176,5.649314289,5.647562791,56320,52.69799672,0,76,69,145,276,233,509,4,0.46964,0.47979,0.000044
2456,strike,,108,10.41440095,73,6.529338843,6.528618598,7884,67.99915265,0,44,49,93,90,95,185,4,0.467895,0.478133,0.000014
2457,strife,,16,12.32394346,13,8.254848927,8.254728922,208,101.7322914,0,7,10,17,13,13,26,4,0.400998,0.418422,0
2458,stride,,4,13.71023782,3,9.721185996,9.721165996,12,133.2797719,0,4,3,7,4,3,7,5,0.350118,0.359906,0
2459,strict,,70,10.84803694,63,6.676663558,6.676043378,4410,72.42869288,0,26,36,62,63,46,109,4,0.421369,0.438745,0.000012
2460,strickland,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.326557,0.330056,0
2461,strewn,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,0,1,1,0,1,1,5,0.329106,0.333412,0
2462,stretch,,56,11.07118049,51,6.887972651,6.887472536,2856,76.25798841,0,23,26,49,45,48,93,4,0.465331,0.475729,0.000001
2463,stressful,,6,13.30477271,6,9.028038815,9.027988815,36,120.1160044,0,4,1,5,5,1,6,5,0.320508,0.323807,0
2464,stress,,131,10.22133485,78,6.463089458,6.462319176,10218,66.06140154,0,54,55,109,111,106,217,4,0.464431,0.475598,0.000075
2465,streptomycin,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.35519,0.366885,0
2466,streptococcus,,3,13.99791989,2,10.1266511,10.1266411,6,141.7520509,0,3,1,4,3,1,4,5,0.332161,0.339406,0
2467,strenuous,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,2,2,4,2,2,4,5,0.326215,0.329654,0
2468,strengthen,,24,11.91847835,23,7.684304068,7.684084048,552,91.58521165,0,6,12,18,22,22,44,4,0.45067,0.463861,0.000001
2469,strength,,264,9.520583074,206,5.491922115,5.489870052,54384,52.28630074,0,77,65,142,215,229,444,4,0.469392,0.479546,0.000121
2470,streetcar,,12,12.61162553,11,8.421903011,8.421803008,132,106.213887,0,7,5,12,11,6,17,5,0.356553,0.36859,0
2471,street,,558,8.772173215,388,4.858792945,4.854915514,216504,42.62217333,0,152,151,303,427,431,858,4,0.474207,0.484771,0.000431
2472,streamline,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,0,1,1,0,1,0,0,0,0
2473,stream,,167,9.978538365,104,6.175407385,6.174376875,17368,61.62153951,0,56,35,91,137,122,259,4,0.455551,0.468255,0.000039
2474,streak,,7,13.15062203,4,9.433503923,9.433473923,28,124.0564445,0,5,4,9,5,7,12,5,0.396254,0.41358,0
2475,stray,,16,12.32394346,10,8.517213191,8.517123189,160,104.9656538,0,6,5,11,11,5,16,5,0.343379,0.351618,0
2476,strawberry,,32,11.63079627,24,7.641744454,7.641514432,768,88.87957293,0,21,16,37,27,22,49,4,0.389507,0.406423,0.000055
2477,straw,,50,11.18450917,32,7.354062381,7.35375234,1600,82.25157816,0,18,24,42,37,44,81,4,0.457842,0.469866,0.000011
2478,strauss,,60,11.00218762,33,7.323290723,7.322970678,1980,80.57221849,0,14,30,44,57,50,107,4,0.449711,0.46342,0.000003
2479,stratus,,5,13.48709426,3,9.721185996,9.721165996,15,131.1105519,0,2,2,4,2,2,4,5,0.332571,0.337703,0
2480,stratum,,13,12.53158282,4,9.433503923,9.433473923,52,118.2167357,0,6,7,13,9,11,20,5,0.368745,0.383142,0
2481,stratton,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,3,1,4,3,1,4,5,0.315075,0.319468,0
2482,stratospheric,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.314266,0.318449,0
2483,stratosphere,,10,12.79394708,8,8.740356743,8.740286741,80,111.8236617,0,2,10,12,10,10,20,4,0.433015,0.448839,0
2484,stratford,,12,12.45747485,10,8.421903011,8.421803008,120,104.9156449,0,8,7,15,9,9,18,5,0.371827,0.386543,0
2485,strategy,,78,10.73982335,61,6.70892442,6.708324252,4758,72.05266314,0,31,28,59,67,61,128,4,0.460718,0.472208,0.000004
2486,strategist,,6,13.30477271,6,9.028038815,9.027988815,36,120.1160044,0,5,4,9,6,4,10,5,0.411169,0.428489,0
2487,strategic,,72,10.81986606,60,6.725453722,6.72486356,4320,72.76850845,0,27,15,42,55,28,83,5,0.38653,0.403181,0.000001
2488,strata,,25,11.87765635,25,7.600922459,7.600682435,625,90.28114493,0,12,15,27,22,20,42,4,0.441809,0.456571,0.000001
2489,strap,,16,12.32394346,11,8.421903011,8.421803008,176,103.7910565,0,11,10,21,14,13,27,4,0.416075,0.433511,0.000001
2490,strangle,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,3,2,5,3,3,6,4,0.400971,0.418554,0
2491,strange,,155,10.05310706,140,5.878155862,5.876764922,21700,59.09373019,0,51,76,127,138,112,250,4,0.454234,0.467988,0.000104
2492,strand,,39,11.43297053,22,7.728755831,7.728545813,858,88.36263766,0,18,18,36,33,32,65,4,0.458836,0.470532,0.000004
2493,strait,,139,10.16205824,99,6.224678434,6.223697973,13761,63.2555448,0,18,41,59,78,116,194,4,0.456841,0.469405,0.000009
2494,strain,,39,11.43297053,22,7.728755831,7.728545813,858,88.36263766,0,21,21,42,34,35,69,4,0.457748,0.469725,0.000035
2495,straightforward,,5,13.48709426,5,9.210360372,9.210320372,25,124.2209985,0,2,4,6,4,4,8,5,0.325015,0.328328,0
2496,straighten,,8,13.01709064,4,9.433503923,9.433473923,32,122.7967756,0,3,5,8,5,8,13,4,0.42852,0.444736,0
2497,straightaway,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.384237,0.400402,0
2498,straight,,240,9.615893254,182,5.615791597,5.613979993,43680,54.00085253,0,77,70,147,203,184,387,4,0.455937,0.469227,0.000024
2499,strabismus,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,0,1,1,0,1,1,5,0.326348,0.330278,0
2500,stowaway,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,1,2,3,1,2,3,5,0.378019,0.393745,0
2501,stow,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.328747,0.332973,0
2502,stove,,10,12.79394708,7,8.873888135,8.873828135,70,113.5320552,0,5,6,11,9,8,17,5,0.379157,0.395033,0
2503,stout,,9,12.8993076,9,8.622573707,8.622493705,81,111.2252305,0,7,6,13,7,8,15,5,0.397141,0.414392,0
2504,storytelling,,6,13.30477271,6,9.028038815,9.027988815,36,120.1160044,0,5,4,9,6,4,10,5,0.333064,0.338067,0
2505,storyteller,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,3,1,4,3,1,4,5,0.323604,0.327285,0
2506,storyboard,,4,13.71023782,4,9.433503923,9.433473923,16,129.3355822,0,3,0,3,3,0,3,0,0,0,0
2507,story,,1264,7.954495603,887,4.031953302,4.023053997,1121168,32.07215481,0,145,173,318,1168,1052,2220,4,0.477537,0.487588,0.000161
2508,stormy,,11,12.6986369,11,8.421903011,8.421803008,121,106.9466884,0,7,8,15,8,8,16,5,0.340664,0.347831,0
2509,storm,,944,8.246406011,333,5.011655794,5.008330337,314352,41.32814847,0,84,195,279,411,701,1112,4,0.474575,0.48586,0.000184
2510,stork,,8,13.01709064,3,9.721185996,9.721165996,24,126.5415592,0,5,6,11,6,6,12,4,0.402855,0.420239,0
2511,storey,,9,12.8993076,8,8.740356743,8.740286741,72,112.7445502,0,7,7,14,7,7,14,4,0.422572,0.439445,0
2512,store,,373,9.174953758,290,5.149917361,5.147023235,108170,47.25025365,0,68,100,168,285,301,586,4,0.471061,0.481466,0.000099
2513,storage,,196,9.818417518,129,5.95998588,5.958705086,25284,58.51762977,0,68,62,130,165,151,316,4,0.467341,0.477931,0.000102
2514,stopwatch,,4,13.71023782,4,9.433503923,9.433473923,16,129.3355822,0,2,3,5,4,3,7,5,0.370499,0.385081,0
2515,stoppage,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.378607,0.394397,0
2516,stop,,633,8.646061755,545,4.51901249,4.513557748,344985,39.07166106,0,85,124,209,572,463,1035,4,0.472151,0.48271,0.000147
2517,stool,,7,13.15062203,5,9.210360372,9.210320372,35,121.121968,0,4,4,8,6,5,11,5,0.38538,0.401939,0.000001
2518,stooge,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.295368,0.301438,0
2519,stood,,88,10.61919536,84,6.388981485,6.388151157,7392,67.84584256,0,35,31,66,69,86,155,4,0.454013,0.466927,0.000001
2520,stony,,19,12.1520932,16,8.047209562,8.047059554,304,97.79044058,0,10,11,21,13,12,25,5,0.395301,0.412547,0.000008
2521,stonewort,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,6,0.28682,0.293163,0
2522,stoneware,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,3,2,5,3,3,6,5,0.385188,0.401458,0.000001
2523,stonewall,,11,12.6986369,4,9.433503923,9.433473923,44,119.7926411,0,6,6,12,9,8,17,5,0.348455,0.358026,0
2524,stonehenge,,9,12.8993076,8,8.740356743,8.740286741,72,112.7445502,0,8,5,13,9,6,15,5,0.370183,0.384785,0.000001
2525,stone,,538,8.808673617,384,4.869155732,4.865318455,206592,42.89080363,0,144,146,290,404,421,825,4,0.472239,0.483189,0.000264
2526,stomach,,128,10.24450191,88,6.34246147,6.341591108,11264,64.97535866,0,28,46,74,117,95,212,4,0.454792,0.467856,0.000018
2527,stolen,,51,11.16470654,44,7.03560865,7.035178566,2244,78.55050594,0,19,27,46,49,40,89,4,0.453398,0.466345,0.000003
2528,stole,,34,11.57017165,33,7.323290723,7.322970678,1122,84.73173073,0,13,15,28,27,26,53,4,0.439218,0.454345,0
2529,stokes,,7,13.15062203,7,8.873888135,8.873828135,49,116.6971488,0,5,7,12,5,7,12,5,0.352868,0.36357,0
2530,stoke,,52,11.14528846,17,7.98658494,7.986424931,884,89.01279296,0,31,24,55,43,34,77,5,0.383242,0.399892,0.000009
2531,stoic,,5,13.48709426,4,9.433503923,9.433473923,20,127.2305567,0,3,3,6,4,3,7,5,0.326143,0.329541,0
2532,stocky,,6,13.30477271,6,9.028038815,9.027988815,36,120.1160044,0,6,3,9,6,3,9,4,0.422572,0.439257,0.000001
2533,stockton,,9,12.8993076,9,8.622573707,8.622493705,81,111.2252305,0,4,4,8,8,7,15,5,0.40508,0.422476,0
2534,stockholm,,94,10.5532374,75,6.502310171,6.501569912,7050,68.62042285,0,27,37,64,91,75,166,4,0.457701,0.469983,0.000065
2535,stockbroker,,6,13.30477271,4,9.433503923,9.433473923,24,125.5106255,0,2,5,7,6,6,12,4,0.418932,0.435896,0
2536,stockade,,9,12.8993076,7,8.873888135,8.873828135,63,114.4670127,0,2,4,6,9,7,16,4,0.406816,0.424338,0
2537,stock,,243,9.603470734,120,6.032306541,6.031115857,29160,57.93107933,0,85,61,146,171,208,379,4,0.469231,0.479334,0.000057
2538,stochastic,,6,13.30477271,3,9.721185996,9.721165996,18,129.3381701,0,2,2,4,3,3,6,5,0.319452,0.322753,0
2539,stoat,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,2,2,4,2,2,4,5,0.355361,0.367101,0
2540,stitch,,44,11.31234254,13,8.254848927,8.254728922,572,93.3816787,0,17,21,38,23,31,54,4,0.447241,0.461209,0.000006
2541,stirrup,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,3,2,5,3,2,5,5,0.369405,0.383823,0
2542,stirling,,69,10.86242567,53,6.849506371,6.848986246,3657,74.40225385,0,14,23,37,52,57,109,4,0.436303,0.451951,0
2543,stir,,10,12.79394708,9,8.622573707,8.622493705,90,110.3167517,0,6,6,12,7,7,14,5,0.383623,0.40003,0.000001
2544,stipend,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.378607,0.394397,0
2545,stint,,5,13.48709426,5,9.210360372,9.210320372,25,124.2209985,0,5,3,8,5,5,10,5,0.352734,0.363236,0
2546,stinky,,18,12.20616042,6,9.028038815,9.027988815,108,110.19769,0,10,12,22,11,14,25,5,0.378947,0.395815,0.000014
2547,stink,,5,13.48709426,5,9.210360372,9.210320372,25,124.2209985,0,3,4,7,4,4,8,5,0.34041,0.347824,0.000001
2548,stingy,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.30896,0.31418,0
2549,stingray,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,2,1,3,2,1,3,5,0.322499,0.325684,0
2550,sting,,36,11.51301324,27,7.523961418,7.52370139,972,86.62346742,0,20,19,39,29,28,57,4,0.445882,0.46004,0.000059
2551,stimulus,,33,11.60002462,20,7.824066011,7.823875996,660,90.75935832,0,11,18,29,27,29,56,4,0.409869,0.427488,0
2552,stimuli,,20,12.1007999,17,7.98658494,7.986424931,340,96.64406628,0,14,10,24,18,17,35,4,0.407853,0.425375,0
2553,stimulate,,9,12.8993076,8,8.740356743,8.740286741,72,112.7445502,0,4,4,8,6,9,15,4,0.400429,0.418052,0
2554,stimulant,,21,12.05200974,16,8.047209562,8.047059554,336,96.98504802,0,6,13,19,20,19,39,4,0.416915,0.434206,0.000001
2555,stilt,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,0,0,0,0,0,0,0,0,0,0
2556,stillwater,,6,13.30477271,4,9.433503923,9.433473923,24,125.5106255,0,4,4,8,4,6,10,4,0.405468,0.423051,0
2557,stillbirth,,4,13.71023782,2,10.1266511,10.1266411,8,138.8387949,0,1,2,3,3,2,5,4,0.38772,0.404771,0
2558,still,,1778,7.613287761,1624,3.427150763,3.410787944,2887472,26.09188496,0,230,281,511,1573,1121,2694,4,0.478618,0.490418,0.000286
2559,stile,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.321868,0.325066,0
2560,stigmata,,6,13.30477271,6,9.028038815,9.027988815,36,120.1160044,0,4,3,7,4,4,8,5,0.384954,0.401471,0
2561,stigma,,30,11.6953348,10,8.517213191,8.517123189,300,99.6116598,0,13,16,29,23,24,47,4,0.440592,0.455627,0.000003
2562,stiff,,36,11.51301324,34,7.29343776,7.293107712,1224,83.96944548,0,20,21,41,33,27,60,4,0.41454,0.432013,0.000002
